"","States","total_count","filtered_count","total_percentage","filtered_percentage","table","fold_change"
"274","13_ReprPC",24260,6334,2.95974936071366,35.0642161204606,"E047",11.8470221113608
"275","14_ReprPCWk",83347,2200,10.1684348708739,12.1789193976971,"E047",1.19771818892029
"276","15_Quies",345951,189,42.2064406878916,1.04627989371125,"E047",0.0247895789519018
"277","1_TssA",105132,2462,12.8262312362139,13.6293179805137,"E047",1.06261283844879
"278","2_TssAFlnk",46028,793,5.61547170547932,4.38994685562445,"E047",0.781759233394576
"279","3_TxFlnk",599,11,0.0730787249409514,0.0608945969884854,"E047",0.833273938997828
"280","4_Tx",21556,9,2.62985808819223,0.049822852081488,"E047",0.0189450724756545
"281","5_TxWk",95052,182,11.5964590368736,1.00752878653676,"E047",0.0868824512148998
"282","6_EnhG",4385,14,0.534975306955045,0.0775022143489814,"E047",0.144870638590977
"283","7_Enh",67796,374,8.27119405024498,2.0704162976085,"E047",0.250316494212487
"284","8_ZNF/Rpts",1240,8,0.151281500712487,0.0442869796279894,"E047",0.292745507014486
"285","9_Het",2430,0,0.296462940912374,0,"E047",0
"286","10_TssBiv",2422,371,0.29550135183938,2.05449108428397,"E048",6.95256069556221
"287","11_BivFlnk",3049,767,0.37199984383083,4.24742496400487,"E048",11.4178138363317
"288","12_EnhBiv",8492,2730,1.03608483890174,15.1179532617123,"E048",14.5914240746322
"289","13_ReprPC",13735,4165,1.67576840112051,23.0645697197918,"E048",13.7635783705967
"290","14_ReprPCWk",84833,5362,10.3502337657267,29.6932107653118,"E048",2.86884445679251
"291","15_Quies",372306,719,45.4239992972387,3.98161479676598,"E048",0.087654430661459
"292","1_TssA",111082,2620,13.5527998204055,14.5088049617898,"E048",1.07053930951927
"293","2_TssAFlnk",37066,588,4.52231755048656,3.25617454867649,"E048",0.720023419922413
"294","3_TxFlnk",1088,28,0.132743794715626,0.155055930889357,"E048",1.16808421230936
"295","4_Tx",20188,3,2.46308063209472,0.0166131354524311,"E048",0.00674486057661153
"296","5_TxWk",103444,307,12.6209090997823,1.70007752796544,"E048",0.134703254300022
